project,feature_selection,metrics_configuration,precision_mean,precision_max,recall_mean,recall_max,f1_measure_mean,f1_measure_max,auc_roc_mean,auc_roc_max,brier_score_mean,brier_score_max,original_num_files_per_version,original_num_defective_files_per_version,original_training_num_files,original_testing_num_files,original_training_num_defective_files,original_testing_num_defective_files,num_training_files,num_testing_files,num_training_defective_files,num_testing_defective_files
carbondata,f_classif_20,Traditional + Fowler,0.24218644517955334,0.2643171806167401,0.6770114942528737,0.8045977011494253,0.35586192559230895,0.3920454545454545,0.6583299658764368,0.7051454741379308,0.35492487479131885,0.4040066777963272,4678,890,17875,5515,17875,685,9235,2995,2120,435
carbondata,f_classif_50,Designite,0.2259559597490632,0.2298850574712644,0.3603603603603603,0.3603603603603603,0.27772557689835314,0.2807017543859649,0.5877947354362447,0.5898836842233068,0.2439624853458382,0.2497069167643611,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,f_classif_50,Designite + Fowler,0.21919433767458624,0.26,0.6121621621621622,0.7702702702702703,0.3210514898483787,0.3482142857142857,0.6928827570587348,0.7426770345764759,0.24151898734177216,0.279746835443038,4678,890,17875,5515,17875,685,10685,3950,1665,370
carbondata,f_classif_50,Fowler,0.2549899053051428,0.2624434389140272,0.5999999999999999,0.6288659793814433,0.3577611834692118,0.3647798742138365,0.6979616306954437,0.7077183613933595,0.22448979591836735,0.23415682062298604,4678,890,17875,5515,17875,685,13700,4655,2270,485
carbondata,f_classif_50,Traditional,0.19836640517635845,0.2570621468926554,0.6290322580645161,0.7612903225806451,0.29611107762103284,0.3575638506876228,0.6203791684318828,0.6781153543545361,0.3860769860769861,0.5298935298935299,4678,890,17875,5515,17875,685,18865,6105,4165,775
carbondata,f_classif_50,Traditional + Designite,0.1917031852542431,0.2231404958677686,0.6117117117117117,0.7297297297297297,0.2905762024749475,0.3417721518987342,0.6077426483086861,0.6748379106869672,0.3951934349355217,0.5369284876905039,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,f_classif_50,Traditional + Designite + Fowler,0.2800275502243837,0.308641975308642,0.6303030303030301,0.803030303030303,0.3842413710579549,0.43859649122807015,0.6576515151515151,0.7140819964349376,0.3238916256157635,0.3694581280788177,4678,890,17875,5515,17875,685,5285,2030,1555,330
carbondata,f_classif_50,Traditional + Fowler,0.22837913243691904,0.25274725274725274,0.6977011494252874,0.8045977011494253,0.34314710858540826,0.38333333333333336,0.6475810434626437,0.697332974137931,0.3879799666110183,0.4858096828046745,4678,890,17875,5515,17875,685,9235,2995,2120,435
carbondata,mutual_info_classif_20p,Designite,0.22962233169129725,0.2298850574712644,0.3603603603603603,0.3603603603603603,0.28050545945282784,0.2807017543859649,0.5897489133338191,0.5898836842233068,0.24056271981242666,0.2415005861664713,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,mutual_info_classif_20p,Designite + Fowler,0.1799579399467684,0.2888888888888889,0.7378378378378379,0.8378378378378378,0.2831391048615919,0.3732057416267942,0.6809300921032765,0.7405443152649857,0.3653164556962025,0.4215189873417722,4678,890,17875,5515,17875,685,10685,3950,1665,370
carbondata,mutual_info_classif_20p,Fowler,0.2590099315994899,0.2610619469026549,0.6082474226804122,0.6082474226804123,0.3633079450701819,0.3653250773993809,0.70292467057282,0.7040038072634676,0.22212674543501612,0.22341568206229864,4678,890,17875,5515,17875,685,13700,4655,2270,485
carbondata,mutual_info_classif_20p,Traditional,0.19444024917483493,0.2229729729729729,0.6058064516129031,0.6838709677419355,0.2936741428703572,0.33118971061093244,0.6167399987895661,0.6615263571990557,0.3751023751023751,0.4799344799344799,4678,890,17875,5515,17875,685,18865,6105,4165,775
carbondata,mutual_info_classif_20p,Traditional + Designite,0.21336337878724174,0.29910714285714285,0.5621621621621621,0.7117117117117117,0.30700418967865684,0.4,0.6179409193560137,0.6960066535538234,0.3407971864009379,0.5181711606096131,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,mutual_info_classif_20p,Traditional + Designite + Fowler,0.2817868227837845,0.4352941176470588,0.5484848484848486,0.8181818181818182,0.3561969600896452,0.4900662251655629,0.6252718360071301,0.7097147950089127,0.3229064039408867,0.4039408866995074,4678,890,17875,5515,17875,685,5285,2030,1555,330
carbondata,mutual_info_classif_20p,Traditional + Fowler,0.2436371838404172,0.2757009345794392,0.6494252873563219,0.8275862068965517,0.3530637626505489,0.3920265780730897,0.653228268678161,0.7018790409482758,0.34407345575959936,0.39232053422370616,4678,890,17875,5515,17875,685,9235,2995,2120,435
carbondata,mutual_info_classif_50p,Designite,0.3147182998145771,0.5,0.1288288288288289,0.954954954954955,0.07958733528233468,0.23820224719101124,0.5115168402904251,0.5239734343507928,0.2053927315357562,0.794841735052755,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,mutual_info_classif_50p,Designite + Fowler,0.2243565685894092,0.26,0.5364864864864864,0.7837837837837838,0.3148042348833891,0.3729903536977491,0.6732013438019026,0.7668918918918919,0.2156962025316456,0.2468354430379747,4678,890,17875,5515,17875,685,10685,3950,1665,370
carbondata,mutual_info_classif_50p,Fowler,0.23939149182771224,0.2576419213973799,0.5938144329896906,0.6391752577319587,0.34115891152434696,0.3619631901840491,0.6871350342406488,0.7092758782664591,0.23899033297529546,0.24597207303974225,4678,890,17875,5515,17875,685,13700,4655,2270,485
carbondata,mutual_info_classif_50p,Traditional,0.1804076273661828,0.2111801242236025,0.6264516129032258,0.7548387096774194,0.27811148723062434,0.3148148148148148,0.6016873449131515,0.6456363856442535,0.4167895167895168,0.5184275184275184,4678,890,17875,5515,17875,685,18865,6105,4165,775
carbondata,mutual_info_classif_50p,Traditional + Designite,0.196021822678076,0.2360248447204969,0.6171171171171171,0.7297297297297297,0.2961475628769187,0.3510392609699769,0.6150949466987203,0.6765741482722615,0.3864009378663541,0.5146541617819461,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,mutual_info_classif_50p,Traditional + Designite + Fowler,0.27292880166272465,0.3466666666666667,0.65,0.8181818181818182,0.3784380877865844,0.4304932735426009,0.6523529411764707,0.7061497326203209,0.3460591133004926,0.4187192118226601,4678,890,17875,5515,17875,685,5285,2030,1555,330
carbondata,mutual_info_classif_50p,Traditional + Fowler,0.2365405056868159,0.2764976958525346,0.6712643678160919,0.8045977011494253,0.3481480495074203,0.4011627906976744,0.651354840158046,0.7129579741379308,0.36277128547579296,0.4106844741235393,4678,890,17875,5515,17875,685,9235,2995,2120,435
carbondata,recursive_elimination,Designite,0.20957121870017045,0.2241379310344828,0.37657657657657656,0.38738738738738737,0.2688035739411529,0.2736842105263157,0.5815497438138948,0.5847053252713629,0.2668229777256741,0.28370457209847605,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,recursive_elimination,Designite + Fowler,0.221805453180906,0.2388888888888889,0.5918918918918921,0.7837837837837838,0.3204025553713573,0.35220125786163525,0.6888230409180129,0.7473388192661935,0.23240506329113925,0.28227848101265823,4678,890,17875,5515,17875,685,10685,3950,1665,370
carbondata,recursive_elimination,Fowler,0.2274473982943395,0.243801652892562,0.5701030927835051,0.6288659793814433,0.3249239195736704,0.3480825958702065,0.6725215703725679,0.6944114811243789,0.2464017185821697,0.26100966702470463,4678,890,17875,5515,17875,685,13700,4655,2270,485
carbondata,recursive_elimination,Traditional,0.20821392254907395,0.2851851851851852,0.5109677419354839,0.6967741935483871,0.2914792495186355,0.36235294117647054,0.6117690492041397,0.6680838830720813,0.313022113022113,0.4201474201474201,4678,890,17875,5515,17875,685,18865,6105,4165,775
carbondata,recursive_elimination,Traditional + Designite,0.18835233977605886,0.2413793103448276,0.5945945945945945,0.7027027027027027,0.2851703635660836,0.3491271820448878,0.6006665695344939,0.6670673368786576,0.39484173505275505,0.5064478311840562,4678,890,17875,5515,17875,685,12005,4265,3015,555
carbondata,recursive_elimination,Traditional + Designite + Fowler,0.2835779248791443,0.35714285714285715,0.5939393939393941,0.696969696969697,0.3800830192779211,0.4326923076923077,0.6475579322638145,0.6982620320855615,0.316256157635468,0.4187192118226601,4678,890,17875,5515,17875,685,5285,2030,1555,330
carbondata,recursive_elimination,Traditional + Fowler,0.23048487216651484,0.3023255813953488,0.6172413793103448,0.7816091954022989,0.3328998926055418,0.4015444015444015,0.6270777209051724,0.6831672054597702,0.3659432387312187,0.4991652754590985,4678,890,17875,5515,17875,685,9235,2995,2120,435
cassandra,all,Designite,0.07087007077787089,0.0743801652892562,0.11486486486486487,0.12162162162162166,0.08765227398688137,0.09230769230769233,0.4565266353309832,0.459361535448492,0.2825878594249201,0.28594249201277955,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,all,Designite + Fowler,0.08358502265188933,0.09917355371900828,0.392,0.48,0.13772883347792728,0.1643835616438356,0.5921464354527937,0.6349903660886319,0.22610294117647056,0.2463235294117647,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,all,Fowler,0.08296433253892124,0.0948905109489051,0.4321428571428572,0.5357142857142857,0.13903174860361686,0.1575757575757576,0.5983209892041175,0.6281383379362291,0.2510887772194305,0.2981574539363484,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,all,Traditional,0.1087236651000042,0.1536231884057971,0.363953488372093,0.6162790697674418,0.166794800115437,0.2459396751740139,0.5022470144563168,0.6004581693076185,0.3896070975918885,0.4562737642585552,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,all,Traditional + Designite,0.1221115345156529,0.14705882352941174,0.33108108108108103,0.5135135135135135,0.17746212882194595,0.22822822822822825,0.5071166274970623,0.5565755973364669,0.35846645367412144,0.41054313099041534,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,all,Traditional + Designite + Fowler,0.0908482091914648,0.12,0.4956521739130434,0.9130434782608696,0.15075727460135194,0.19512195121951206,0.526452041154995,0.5929306339196814,0.4477192982456141,0.8947368421052632,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,all,Traditional + Fowler,0.08638789998299642,0.13392857142857142,0.4320000000000001,0.6,0.14349045089435164,0.218978102189781,0.5358738170347003,0.6470031545741325,0.37543859649122796,0.4444444444444444,2022,253,7495,2615,7495,320,4695,1710,1350,125
cassandra,chi2_20p,Designite,0.07340673360454687,0.07692307692307693,0.11621621621621625,0.12162162162162166,0.08997570074950208,0.09424083769633508,0.4598291226008618,0.4629847238542891,0.2777955271565495,0.2827476038338658,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,chi2_20p,Designite + Fowler,0.09881438688004418,0.11570247933884298,0.4600000000000001,0.56,0.16258471020281914,0.1917808219178082,0.6297109826589594,0.6769171483622349,0.21617647058823533,0.2297794117647059,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,chi2_20p,Fowler,0.0824555188442047,0.08602150537634409,0.5821428571428571,0.6071428571428571,0.14442132619268694,0.14953271028037382,0.6320204619633442,0.642762992719056,0.3227805695142379,0.32998324958123953,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,chi2_20p,Traditional,0.10847422597509444,0.14285714285714285,0.32325581395348835,0.4651162790697674,0.16160609500381568,0.2185792349726776,0.5023106950279533,0.5618611267326077,0.35766793409378955,0.4372623574144487,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,chi2_20p,Traditional + Designite,0.11481109254465185,0.13846153846153847,0.2945945945945946,0.4459459459459459,0.16371844972124727,0.20074349442379186,0.4973878770074422,0.5302585193889542,0.34776357827476034,0.43929712460063897,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,chi2_20p,Traditional + Designite + Fowler,0.09946995708716412,0.125,0.4304347826086956,0.4782608695652174,0.16050723779933185,0.1981981981981982,0.5335380019913708,0.5921838698971125,0.38,0.5754385964912281,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,chi2_20p,Traditional + Fowler,0.12011447812702712,0.15254237288135594,0.5400000000000001,0.72,0.1958626302709094,0.2517482517482518,0.6151104100946374,0.7022712933753943,0.3207602339181287,0.3976608187134503,2022,253,7495,2615,7495,320,4695,1710,1350,125
cassandra,chi2_50p,Designite,0.06798294008325355,0.06896551724137931,0.10810810810810814,0.10810810810810813,0.08347005249733275,0.08421052631578947,0.4546881120250686,0.4562279670975323,0.28067092651757186,0.28594249201277955,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,chi2_50p,Designite + Fowler,0.09026509921204402,0.11570247933884298,0.40399999999999997,0.56,0.14752686102308873,0.1917808219178082,0.6042157996146436,0.6769171483622349,0.21397058823529416,0.22058823529411764,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,chi2_50p,Fowler,0.08716755711697988,0.0945945945945946,0.4678571428571429,0.5357142857142857,0.146840283460203,0.1590909090909091,0.613102560883756,0.6322495606326889,0.2552763819095477,0.2964824120603015,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,chi2_50p,Traditional,0.10389261370046277,0.13513513513513514,0.327906976744186,0.5465116279069767,0.15549597516586774,0.20289855072463767,0.4941099606338285,0.5441711601442324,0.3759188846641318,0.5475285171102662,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,chi2_50p,Traditional + Designite,0.1218670716854598,0.16015625,0.3364864864864865,0.5945945945945946,0.17669862879109186,0.2484848484848485,0.5104533881707795,0.5822806502154327,0.3567092651757188,0.4728434504792332,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,chi2_50p,Traditional + Designite + Fowler,0.11277864598214934,0.13636363636363635,0.4652173913043478,0.5652173913043478,0.1812457624084388,0.21666666666666667,0.5711583139727846,0.6223033521407235,0.34,0.3929824561403509,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,chi2_50p,Traditional + Fowler,0.09774673504331703,0.12037037037037035,0.4480000000000001,0.64,0.15987325960998078,0.19548872180451127,0.5616971608832807,0.624416403785489,0.3412280701754385,0.4064327485380117,2022,253,7495,2615,7495,320,4695,1710,1350,125
cassandra,f_classif_20,Designite,0.07402722669180349,0.07692307692307693,0.11756756756756763,0.12162162162162166,0.09084511520444286,0.09424083769633508,0.4602330591461027,0.4629847238542891,0.2781150159744409,0.2827476038338658,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,f_classif_20,Designite + Fowler,0.09939318590287737,0.10833333333333334,0.4640000000000001,0.52,0.16365637145896114,0.1793103448275862,0.6310366088631985,0.656917148362235,0.2172794117647059,0.2297794117647059,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,f_classif_20,Fowler,0.08088266905508283,0.085,0.5714285714285714,0.6071428571428571,0.14166566147990295,0.14912280701754388,0.6266633191062014,0.642762992719056,0.3232830820770519,0.32998324958123953,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,f_classif_20,Traditional,0.11288621296919747,0.1371841155234657,0.34069767441860466,0.4534883720930232,0.16883417304559156,0.20936639118457293,0.5096802739091599,0.5509444573092064,0.3581749049429658,0.43599493029150826,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,f_classif_20,Traditional + Designite,0.12199604902116405,0.14507772020725387,0.32837837837837835,0.5135135135135135,0.17534686517147385,0.2097378277153558,0.506942812377595,0.5397326674500588,0.3567092651757188,0.5,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,f_classif_20,Traditional + Designite + Fowler,0.11181740714289383,0.13829787234042554,0.4782608695652173,0.5652173913043478,0.18032619690860924,0.2222222222222222,0.5650846332558911,0.6280285429804181,0.3621052631578948,0.5649122807017544,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,f_classif_20,Traditional + Fowler,0.10370538635880336,0.14285714285714285,0.4600000000000001,0.72,0.16859900426406918,0.2384105960264901,0.5722712933753942,0.6896529968454259,0.33187134502923976,0.4649122807017544,2022,253,7495,2615,7495,320,4695,1710,1350,125
cassandra,f_classif_50,Designite,0.06907590016557659,0.07627118644067797,0.11081081081081083,0.12162162162162166,0.08509226264562172,0.09375,0.4553148256952605,0.4620789267528399,0.281629392971246,0.2891373801916933,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,f_classif_50,Designite + Fowler,0.09016600650512104,0.09821428571428573,0.408,0.44,0.14767468289532534,0.1605839416058394,0.6048670520231214,0.6226974951830443,0.21636029411764707,0.22426470588235287,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,f_classif_50,Fowler,0.08335090880004382,0.08888888888888889,0.42857142857142855,0.5357142857142857,0.1393219592426234,0.147239263803681,0.5983806176249058,0.6263808686919407,0.2477386934673367,0.2964824120603015,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,f_classif_50,Traditional,0.10840179292631164,0.13157894736842105,0.3441860465116279,0.6395348837209303,0.16336539924035098,0.21825396825396826,0.5023917430282179,0.5615882099970227,0.3738910012674272,0.4993662864385298,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,f_classif_50,Traditional + Designite,0.12305747849784035,0.13877551020408166,0.37297297297297305,0.6081081081081081,0.18258346291350752,0.21316614420062693,0.5103995299647474,0.5386065413239326,0.3846645367412141,0.5670926517571885,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,f_classif_50,Traditional + Designite + Fowler,0.1012528428817662,0.13095238095238096,0.4173913043478261,0.5652173913043478,0.16227429610158606,0.20560747663551404,0.5453368735479589,0.599817457683372,0.34736842105263155,0.456140350877193,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,f_classif_50,Traditional + Fowler,0.0974040009936316,0.1322314049586777,0.4720000000000001,0.64,0.1610834086813095,0.21917808219178084,0.5615520504731861,0.6543848580441641,0.3619883040935673,0.4941520467836257,2022,253,7495,2615,7495,320,4695,1710,1350,125
cassandra,mutual_info_classif_20p,Designite,0.06689075630252099,0.06722689075630252,0.10810810810810814,0.10810810810810813,0.08264515784413226,0.08290155440414508,0.4529670975323149,0.4535105757931845,0.2837060702875399,0.28434504792332266,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,mutual_info_classif_20p,Designite + Fowler,0.09478447529187126,0.10714285714285714,0.412,0.48,0.15409149417868367,0.1751824817518248,0.6114913294797687,0.6436608863198459,0.20735294117647055,0.2095588235294117,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,mutual_info_classif_20p,Fowler,0.08088266905508283,0.085,0.5714285714285714,0.6071428571428571,0.14166566147990295,0.14912280701754388,0.6266633191062013,0.642762992719056,0.3232830820770519,0.32998324958123953,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,mutual_info_classif_20p,Traditional,0.10197836211528633,0.1411764705882353,0.2837209302325581,0.4186046511627907,0.1494686454385961,0.2111436950146628,0.4919315888716135,0.5535413013993186,0.3452471482889733,0.3954372623574144,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,mutual_info_classif_20p,Traditional + Designite,0.1255000967426314,0.15162454873646208,0.3310810810810811,0.5675675675675675,0.1805355894873156,0.2393162393162393,0.5138195260477869,0.5709214649432041,0.34664536741214064,0.426517571884984,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,mutual_info_classif_20p,Traditional + Designite + Fowler,0.09522218654930806,0.11494252873563215,0.43478260869565216,1.0,0.15305393583476476,0.1818181818181818,0.5296050448058413,0.5704447394623299,0.39087719298245616,0.9192982456140352,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,mutual_info_classif_20p,Traditional + Fowler,0.0943068690476297,0.11607142857142858,0.4640000000000001,1.0,0.15369000981411668,0.1897810218978102,0.5458801261829652,0.6038485804416402,0.3842105263157895,0.9269005847953216,2022,253,7495,2615,7495,320,4695,1710,1350,125
cassandra,mutual_info_classif_50p,Designite,0.06815207780725023,0.06896551724137931,0.10810810810810814,0.10810810810810813,0.0835987307286947,0.08421052631578947,0.4549598511555034,0.4562279670975323,0.28019169329073484,0.28434504792332266,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,mutual_info_classif_50p,Designite + Fowler,0.08302807874323027,0.10256410256410256,0.36,0.48,0.1348454494491751,0.16901408450704225,0.5848169556840077,0.6388439306358381,0.21102941176470588,0.22242647058823528,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,mutual_info_classif_50p,Fowler,0.08630914790068553,0.09027777777777778,0.44642857142857145,0.5357142857142857,0.1444629182774721,0.15116279069767444,0.6069576952046197,0.6281383379362291,0.247571189279732,0.2897822445561139,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,mutual_info_classif_50p,Traditional,0.10513464851031336,0.1608187134502924,0.3151162790697675,0.6395348837209303,0.15611693069812088,0.2570093457943925,0.5002323927354527,0.6156422640510768,0.35500633713561464,0.4575411913814956,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,mutual_info_classif_50p,Traditional + Designite,0.12914928420656852,0.14767932489451474,0.35,0.472972972972973,0.1878678462382832,0.2250803858520901,0.5163043478260869,0.5535154719937329,0.3567092651757188,0.4361022364217253,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,mutual_info_classif_50p,Traditional + Designite + Fowler,0.11779267698353438,0.13861386138613865,0.5782608695652174,0.6956521739130435,0.19509923032197704,0.2258064516129032,0.5965731828742118,0.6383172917358115,0.3880701754385965,0.4947368421052632,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,mutual_info_classif_50p,Traditional + Fowler,0.0997332227924925,0.125,0.5279999999999999,1.0,0.16528488399548275,0.2043795620437956,0.5654195583596214,0.6254258675078863,0.4026315789473684,0.9269005847953216,2022,253,7495,2615,7495,320,4695,1710,1350,125
cassandra,recursive_elimination,Designite,0.07103397667443234,0.07627118644067797,0.11351351351351355,0.12162162162162166,0.08737912704348755,0.09375,0.4573002350176265,0.4620789267528399,0.2801916932907348,0.28434504792332266,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,recursive_elimination,Designite + Fowler,0.07988678049552267,0.09401709401709404,0.368,0.44,0.13122816244853786,0.1549295774647887,0.5820732177263969,0.6178805394990367,0.2235294117647059,0.2334558823529412,2022,253,7495,2615,7495,320,7030,2720,1365,125
cassandra,recursive_elimination,Fowler,0.08368610674261526,0.09090909090909093,0.4428571428571428,0.5357142857142857,0.1406218509104001,0.152046783625731,0.6024479035902587,0.6298958071805172,0.2529313232830821,0.288107202680067,2022,253,7495,2615,7495,320,8025,2985,1450,140
cassandra,recursive_elimination,Traditional,0.09965793169698348,0.13392857142857142,0.2744186046511628,0.4186046511627907,0.1453217008365955,0.1935483870967742,0.4882761586555956,0.5364385193026564,0.3444866920152091,0.4233206590621039,2022,253,7495,2615,7495,320,11205,3945,2820,430
cassandra,recursive_elimination,Traditional + Designite,0.12353883360616855,0.15053763440860216,0.3202702702702703,0.4594594594594595,0.17732149511071518,0.21587301587301588,0.5103162945554252,0.5460732471602038,0.34456869009584673,0.4089456869009585,2022,253,7495,2615,7495,320,8600,3130,2435,370
cassandra,recursive_elimination,Traditional + Designite + Fowler,0.10620039066441117,0.1176470588235294,0.4304347826086957,0.43478260869565216,0.17029976211228035,0.1851851851851852,0.5556754065715234,0.5742615333554597,0.3392982456140351,0.3754385964912281,2022,253,7495,2615,7495,320,3705,1425,1295,115
cassandra,recursive_elimination,Traditional + Fowler,0.1163638961046946,0.1415929203539823,0.4960000000000001,0.68,0.18812219030442412,0.2318840579710145,0.6016277602523659,0.6680757097791797,0.308187134502924,0.3508771929824561,2022,253,7495,2615,7495,320,4695,1710,1350,125
cayenne,all,Designite,0.10578941414073742,0.10969976905311778,0.6241379310344828,0.6620689655172414,0.18091104896729165,0.18793273986152328,0.6823978905765835,0.6977689690251517,0.2648028442146089,0.2698771816418875,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,all,Designite + Fowler,0.10016668567300388,0.12924071082390953,0.7378947368421052,0.8421052631578947,0.17616108347366208,0.22408963585434166,0.7282302544747262,0.8024868594716003,0.2806587837837838,0.31165540540540543,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,all,Fowler,0.10664107695380057,0.11286089238845146,0.7307692307692306,0.8269230769230769,0.1860960353385034,0.19861431870669746,0.7433455199457499,0.7839099861426423,0.2450423884998157,0.25580538149649834,16954,1309,66070,18700,66070,695,48820,13565,3625,520
cayenne,all,Traditional,0.0901855365471422,0.1256218905472637,0.5920731707317074,0.8170731707317073,0.154354817078469,0.2086776859504132,0.6578854765468749,0.7330595353400671,0.2816427511133103,0.4725383473527957,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,all,Traditional + Designite,0.10768377118410544,0.14705882352941174,0.5448275862068965,0.7931034482758621,0.17696201257187175,0.2254428341384863,0.6552215245378326,0.7358192724593959,0.2447317388493859,0.3655462184873949,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,all,Traditional + Designite + Fowler,0.15626588357267138,0.2229729729729729,0.5054945054945056,0.7472527472527473,0.2320860821845573,0.2761506276150628,0.61041428451067,0.6608873054656188,0.3036852589641434,0.4402390438247012,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,all,Traditional + Fowler,0.14527940008122792,0.22404371584699453,0.561,0.82,0.2235112086911267,0.2931596091205212,0.6397024539877301,0.7017944785276073,0.2928062678062678,0.4031339031339031,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cayenne,chi2_20p,Designite,0.10884353741496597,0.10884353741496597,0.6620689655172413,0.6620689655172414,0.18695228821811105,0.18695228821811105,0.6977689690251517,0.6977689690251517,0.2698771816418875,0.2698771816418875,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,chi2_20p,Designite + Fowler,0.11847346179736322,0.12478920741989882,0.7684210526315789,0.8526315789473684,0.20527502379823906,0.2157123834886817,0.7646988677148215,0.7998309676523028,0.2387246621621621,0.2487331081081081,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,chi2_20p,Fowler,0.14772727272727273,0.14772727272727273,0.5,0.5,0.2280701754385965,0.2280701754385965,0.6925067075507857,0.6925067075507857,0.12974566900110582,0.1297456690011058,16954,1309,66070,18700,66070,695,48820,13565,3625,520
cayenne,chi2_20p,Traditional,0.08374382159560109,0.13171355498721227,0.6530487804878048,0.8353658536585366,0.14743737433194115,0.21775898520084566,0.6667642045811897,0.7494260934099799,0.3206333498268185,0.4955467590301831,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,chi2_20p,Traditional + Designite,0.10004371666553633,0.12452107279693485,0.5241379310344827,0.8137931034482758,0.16545112738261794,0.1949025487256372,0.6449445165514903,0.7292092000795126,0.24557207498383976,0.3474466709760827,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,chi2_20p,Traditional + Designite + Fowler,0.16544206517074664,0.19158878504672894,0.4538461538461539,0.7252747252747253,0.2376330168927119,0.26885245901639343,0.6077007330019379,0.6305321184839258,0.2663346613545817,0.4641434262948207,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,chi2_20p,Traditional + Fowler,0.13654504664728978,0.1835205992509364,0.579,0.85,0.217777647735044,0.2670299727520436,0.6416855828220859,0.7075766871165643,0.3045584045584045,0.4558404558404559,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cayenne,chi2_50p,Designite,0.10553813915591176,0.10957324106113034,0.623448275862069,0.6620689655172414,0.18051455388359314,0.18774703557312256,0.6818665590907498,0.6977689690251517,0.26519069166127984,0.2698771816418875,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,chi2_50p,Designite + Fowler,0.10985783464210667,0.13071895424836602,0.7715789473684211,0.8631578947368421,0.1922641537862944,0.2263083451202263,0.7547292009169426,0.8040266746937735,0.26076858108108103,0.28631756756756754,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,chi2_50p,Fowler,0.1132823407946142,0.11403508771929825,0.735576923076923,0.75,0.1963279084643312,0.19796954314720808,0.7530318498098298,0.7588635492525871,0.23085145595281975,0.2329524511610763,16954,1309,66070,18700,66070,695,48820,13565,3625,520
