project,feature_selection,metrics_configuration,precision_mean,precision_max,recall_mean,recall_max,f1_measure_mean,f1_measure_max,auc_roc_mean,auc_roc_max,brier_score_mean,brier_score_max,original_num_files_per_version,original_num_defective_files_per_version,original_training_num_files,original_testing_num_files,original_training_num_defective_files,original_testing_num_defective_files,num_training_files,num_testing_files,num_training_defective_files,num_testing_defective_files
tajo,mutual_info_classif_20p,Traditional + Designite,0.2611942704576637,0.2901554404145077,0.4569672131147541,0.6557377049180327,0.32877944866008396,0.3970223325062035,0.6133005484094948,0.6835759594224048,0.2769700671960904,0.3598045204642639,5952,903,21125,8635,21125,870,20690,8185,5290,1220
tajo,mutual_info_classif_20p,Traditional + Designite + Fowler,0.2616692257566847,0.32558139534883723,0.4705426356589147,0.6666666666666666,0.3345668511158479,0.4354430379746835,0.5929341530784995,0.660919540229885,0.3331797235023041,0.4009216589861751,5952,903,21125,8635,21125,870,8485,3255,2595,645
tajo,mutual_info_classif_20p,Traditional + Fowler,0.27218260778264003,0.3543859649122807,0.6096551724137931,1.0,0.3675708108388288,0.469767441860465,0.6305973318561603,0.7251165581867701,0.35526905829596417,0.8374439461883408,5952,903,21125,8635,21125,870,10840,4460,3070,725
tajo,mutual_info_classif_50p,Designite,0.16955346836654087,0.17073170731707318,0.2569672131147541,0.2581967213114754,0.2043024455273525,0.20554649265905384,0.5182538865286621,0.5192634719263766,0.2983506414172266,0.2999389126450825,5952,903,21125,8635,21125,870,20690,8185,5290,1220
tajo,mutual_info_classif_50p,Designite + Fowler,0.19839631388719647,0.20842105263157887,0.6801369863013698,0.8013698630136986,0.30678918765495805,0.3209876543209877,0.6814260306408191,0.7167859575526266,0.3175513092710545,0.35314932767162066,5952,903,21125,8635,21125,870,18015,7065,3175,730
tajo,mutual_info_classif_50p,Fowler,0.16360723046072165,0.2366863905325444,0.74,0.8424242424242424,0.2627029761951351,0.3180914512922465,0.6385341789992953,0.6515151515151515,0.44179292929292935,0.5018939393939394,5952,903,21125,8635,21125,870,19415,7920,3725,825
tajo,mutual_info_classif_50p,Traditional,0.21592557790479186,0.24886877828054305,0.4744897959183673,0.564625850340136,0.29556414514499857,0.3448275862068965,0.6052387723849111,0.6535065787417571,0.2981358189081225,0.3919218819351975,5952,903,21125,8635,21125,870,27715,11265,6695,1470
tajo,mutual_info_classif_50p,Traditional + Designite,0.2498536172428359,0.30386740331491713,0.4532786885245901,0.680327868852459,0.31911276613197204,0.40048250904704463,0.6043493227260424,0.6897691031268756,0.2896151496640195,0.403787416004887,5952,903,21125,8635,21125,870,20690,8185,5290,1220
tajo,mutual_info_classif_50p,Traditional + Designite + Fowler,0.2785103500532828,0.3373015873015873,0.5232558139534884,0.6744186046511628,0.361111598780432,0.4461942257217848,0.5925666042947518,0.6694956785173304,0.3655913978494624,0.5069124423963134,5952,903,21125,8635,21125,870,8485,3255,2595,645
tajo,mutual_info_classif_50p,Traditional + Fowler,0.2783500657392606,0.32941176470588235,0.5510344827586207,0.6620689655172414,0.3692315782738415,0.4314606741573033,0.6355574020218806,0.6944882980196648,0.3073991031390134,0.3755605381165919,5952,903,21125,8635,21125,870,10840,4460,3070,725
tajo,recursive_elimination,Designite,0.1578232803133886,0.15989159891598914,0.2557377049180328,0.3114754098360656,0.19443608936804366,0.2029372496662216,0.5078760312099139,0.5096310004354324,0.3151496640195479,0.3659132559560171,5952,903,21125,8635,21125,870,20690,8185,5290,1220
tajo,recursive_elimination,Designite + Fowler,0.1920963845829836,0.2,0.6883561643835617,0.8356164383561644,0.3001759997141664,0.31895424836601305,0.6774456433598944,0.7216756224929993,0.3312101910828026,0.3687190375088464,5952,903,21125,8635,21125,870,18015,7065,3175,730
tajo,recursive_elimination,Fowler,0.1843278676038536,0.23018867924528305,0.5624242424242425,0.8121212121212121,0.2684466323630729,0.31007751937984496,0.6229316420014095,0.6469344608879493,0.3291666666666667,0.5189393939393939,5952,903,21125,8635,21125,870,19415,7920,3725,825
tajo,recursive_elimination,Traditional,0.22441840262266452,0.2692307692307692,0.4884353741496598,0.6904761904761905,0.305508374713626,0.38740458015267176,0.6166781260743195,0.7046051192299277,0.2885486018641811,0.3794940079893475,5952,903,21125,8635,21125,870,27715,11265,6695,1470
tajo,recursive_elimination,Traditional + Designite,0.244285342643157,0.2832369942196532,0.4184426229508197,0.5368852459016393,0.3069046204240717,0.35890410958904106,0.5947202346627753,0.6410197945229661,0.2815516188149053,0.3427000610873549,5952,903,21125,8635,21125,870,20690,8185,5290,1220
tajo,recursive_elimination,Traditional + Designite + Fowler,0.2871933178781993,0.331896551724138,0.5217054263565892,0.7596899224806202,0.3677414371625423,0.44343891402714936,0.6006994564733137,0.6739062639223025,0.3516129032258065,0.4546850998463902,5952,903,21125,8635,21125,870,8485,3255,2595,645
tajo,recursive_elimination,Traditional + Fowler,0.27381139178389463,0.3215686274509804,0.5655172413793104,0.7379310344827587,0.3669339556590736,0.4246031746031746,0.6323570142639524,0.7002908184461986,0.3225336322869955,0.5056053811659192,5952,903,21125,8635,21125,870,10840,4460,3070,725
tapestry-5,all,Designite,0.4713949454856424,0.5076923076923077,0.23055555555555554,0.2361111111111111,0.3093256130852762,0.3157894736842105,0.5947859744990893,0.5970969945355191,0.1400377714825307,0.14636449480642116,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,all,Designite + Fowler,0.3942794998059597,0.4158415841584158,0.7666666666666667,0.7962962962962963,0.5202372951994241,0.5419354838709677,0.8285305889079474,0.8389714757639286,0.12009419152276295,0.13657770800627944,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,all,Fowler,0.2719840673352821,0.27350427350427353,0.5172131147540984,0.5245901639344263,0.3564934936140375,0.35955056179775285,0.6551139103182256,0.6581284153005464,0.24285714285714285,0.24520255863539445,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,all,Traditional,0.2490867218190211,0.28776978417266186,0.5480314960629922,0.6929133858267716,0.33516138129949874,0.3709677419354839,0.6149825793653,0.6492298245711523,0.3384201077199281,0.5200478755236385,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,all,Traditional + Designite,0.2429518563571961,0.3056768558951965,0.6145833333333334,0.6944444444444444,0.34413996686785275,0.3815513626834381,0.6477834699453553,0.688752276867031,0.3280453257790368,0.4551463644948064,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,all,Traditional + Designite + Fowler,0.490807991005245,0.5901639344262295,0.6854166666666668,0.7916666666666666,0.5656864131864974,0.6605504587155964,0.7390770484171323,0.8051675977653632,0.2299559471365639,0.4096916299559472,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,all,Traditional + Fowler,0.35961562971263344,0.4523809523809524,0.5191304347826087,0.6608695652173913,0.4138150633953715,0.4779874213836478,0.6255105476874319,0.6857878577795384,0.312274368231047,0.5342960288808665,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tapestry-5,chi2_20p,Designite,0.4303797468354431,0.4303797468354431,0.2361111111111111,0.2361111111111111,0.30493273542600896,0.30493273542600896,0.5934653916211293,0.5934653916211293,0.14636449480642116,0.14636449480642116,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,chi2_20p,Designite + Fowler,0.36423491088465776,0.3728813559322034,0.8092592592592591,0.8148148148148148,0.5023353046517411,0.5116279069767442,0.8391922368337463,0.8439425703576647,0.1359497645211931,0.14128728414442698,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,chi2_20p,Fowler,0.4150943396226415,0.4150943396226415,0.3606557377049181,0.3606557377049181,0.3859649122807017,0.3859649122807017,0.6423376727740278,0.6423376727740276,0.14925373134328354,0.14925373134328354,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,chi2_20p,Traditional,0.26681842102996106,0.3231197771587744,0.5413385826771654,0.7204724409448819,0.3492915073861436,0.3835182250396196,0.6258563061586251,0.6480239943542696,0.31532016756433273,0.4835427887492521,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,chi2_20p,Traditional + Designite,0.250215051966496,0.31543624161073824,0.6701388888888891,0.7777777777777778,0.3584386993836031,0.4253393665158372,0.6619546903460838,0.7149134790528233,0.34400377714825303,0.5580736543909348,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,chi2_20p,Traditional + Designite + Fowler,0.4603939173432716,0.5636363636363636,0.7,0.8125,0.5515975733050973,0.6260869565217392,0.7332402234636872,0.78893156424581,0.2475770925110132,0.4537444933920705,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,chi2_20p,Traditional + Fowler,0.3384124899126012,0.3924050632911392,0.5043478260869565,0.6260869565217392,0.3950632952599376,0.4542124542124542,0.6140190155491732,0.6602258096464296,0.32184115523465706,0.4422382671480145,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tapestry-5,chi2_50p,Designite,0.4033393829401089,0.4137931034482759,0.25,0.25,0.3085583872194751,0.3116883116883117,0.5958196721311475,0.5971311475409836,0.15240793201133146,0.15769593956562794,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,chi2_50p,Designite + Fowler,0.35130389694989456,0.3620689655172414,0.7722222222222224,0.8148148148148148,0.4827575320796677,0.4971098265895954,0.8199876119687439,0.8329680452321961,0.1403453689167975,0.1554160125588697,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,chi2_50p,Fowler,0.27386339905312884,0.27555555555555555,0.5106557377049179,0.5163934426229508,0.35651174030449945,0.3573487031700288,0.6541023786563805,0.6552555448408872,0.23976545842217484,0.24307036247334754,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,chi2_50p,Traditional,0.245103472783344,0.3283208020050125,0.600787401574803,0.7716535433070866,0.3370056472742247,0.4012251148545176,0.6146138842736399,0.6668713429169978,0.3757630161579893,0.6307600239377619,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,chi2_50p,Traditional + Designite,0.2363475361920019,0.3052959501557632,0.6666666666666667,0.7361111111111112,0.3448663627504726,0.421505376344086,0.6500000000000001,0.7184198542805099,0.3621340887629839,0.5835694050991501,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,chi2_50p,Traditional + Designite + Fowler,0.4864489284284733,0.5645161290322581,0.6708333333333334,0.7916666666666666,0.5575570014175293,0.6440677966101694,0.7331820297951583,0.806447858472998,0.2308370044052864,0.42290748898678415,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,chi2_50p,Traditional + Fowler,0.35630718895891544,0.4341085271317829,0.5513043478260868,0.6521739130434783,0.4234569097907073,0.4810996563573883,0.6304357730018818,0.6836188967019907,0.3232851985559567,0.5342960288808665,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tapestry-5,f_classif_20,Designite,0.4536096579476861,0.4788732394366197,0.2375,0.25,0.31046607829374223,0.31627906976744186,0.5955806010928962,0.597836976320583,0.14372049102927292,0.16241737488196412,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,f_classif_20,Designite + Fowler,0.3586334281714311,0.3666666666666665,0.8055555555555556,0.8148148148148148,0.4963052694432005,0.5057471264367815,0.8360539355822374,0.8422273044914553,0.13861852433281005,0.14128728414442698,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,f_classif_20,Fowler,0.4150943396226415,0.4150943396226415,0.3606557377049181,0.3606557377049181,0.3859649122807017,0.3859649122807017,0.6423376727740278,0.6423376727740276,0.14925373134328354,0.14925373134328354,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,f_classif_20,Traditional,0.2496324955396422,0.32019704433497537,0.5673228346456693,0.7165354330708661,0.3346668801569851,0.3939393939393939,0.6077616290377252,0.6585166621285958,0.3640933572710952,0.5834829443447038,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,f_classif_20,Traditional + Designite,0.2417343983637181,0.3168724279835391,0.6479166666666667,0.7430555555555556,0.34381794687764466,0.40909090909090906,0.6405703551912568,0.7027322404371584,0.3647780925401322,0.6732766761095373,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,f_classif_20,Traditional + Designite + Fowler,0.4611907845481332,0.546875,0.66875,0.7708333333333334,0.5424952722932224,0.625,0.725157122905028,0.7835777467411545,0.24229074889867844,0.3832599118942731,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,f_classif_20,Traditional + Fowler,0.33871223457461463,0.4156626506024096,0.5408695652173914,0.7130434782608696,0.4023915639877226,0.4911032028469751,0.6175874021986729,0.6895216400911162,0.3375451263537906,0.5361010830324909,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tapestry-5,f_classif_50,Designite,0.4488954781319496,0.4788732394366197,0.24027777777777776,0.25,0.3117719178748662,0.31627906976744186,0.5963137522768671,0.597836976320583,0.14447592067988668,0.15769593956562794,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,f_classif_50,Designite + Fowler,0.3639070730519186,0.3761467889908257,0.7648148148148147,0.7962962962962963,0.4929607291497453,0.5030674846625768,0.8204005463439425,0.8295375134997777,0.1334379905808477,0.14285714285714285,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,f_classif_50,Fowler,0.2735047168905385,0.27555555555555555,0.5081967213114753,0.5163934426229508,0.3556059723955317,0.3573487031700288,0.6531792430086789,0.654642799742848,0.2395522388059701,0.24307036247334754,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,f_classif_50,Traditional,0.24698435021764825,0.3380614657210402,0.5677165354330709,0.7440944881889764,0.3352462481719269,0.4224519940915805,0.613427780772287,0.6826957807056051,0.35475763016157985,0.5661280670257329,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,f_classif_50,Traditional + Designite,0.24827532165537536,0.332,0.6409722222222222,0.8333333333333334,0.3499236586287477,0.4299065420560748,0.6503221766848816,0.7145264116575591,0.3428706326723324,0.5457979225684608,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,f_classif_50,Traditional + Designite + Fowler,0.5003284848841629,0.6097560975609756,0.675,0.7916666666666666,0.5691866830224329,0.6551724137931034,0.7416899441340783,0.8120344506517692,0.2198237885462555,0.3788546255506608,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,f_classif_50,Traditional + Fowler,0.3537783714164657,0.4307692307692308,0.5365217391304348,0.7217391304347827,0.4151924392797734,0.4776119402985075,0.6285114390412994,0.6768941269684065,0.3176895306859205,0.4855595667870036,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tapestry-5,mutual_info_classif_20p,Designite,0.5283018867924528,0.5283018867924528,0.19444444444444445,0.19444444444444445,0.28426395939086296,0.28426395939086296,0.5835610200364298,0.5835610200364298,0.13314447592067988,0.13314447592067988,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,mutual_info_classif_20p,Designite + Fowler,0.3538943532097695,0.3644067796610169,0.7981481481481479,0.8148148148148148,0.4903470375875632,0.5,0.8315783622387395,0.8396544056921416,0.14065934065934066,0.14442700156985872,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,mutual_info_classif_20p,Fowler,0.4150943396226415,0.4150943396226415,0.3606557377049181,0.3606557377049181,0.3859649122807017,0.3859649122807017,0.6423376727740278,0.6423376727740276,0.14925373134328354,0.14925373134328354,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,mutual_info_classif_20p,Traditional,0.2511153481455684,0.33436532507739936,0.5507874015748031,0.7244094488188977,0.33528226293396696,0.37660485021398,0.6104678009991165,0.6486922021127034,0.3479952124476362,0.5852782764811489,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,mutual_info_classif_20p,Traditional + Designite,0.2475783311889741,0.3065015479876161,0.6548611111111111,0.8055555555555556,0.35375863920853506,0.42398286937901497,0.6588513205828779,0.7213456284153006,0.3382436260623229,0.5306893295561851,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,mutual_info_classif_20p,Traditional + Designite + Fowler,0.4558477941935857,0.5932203389830508,0.6791666666666667,0.8125,0.5423117614823002,0.6542056074766355,0.7247788640595904,0.7975442271880819,0.2488986784140969,0.4185022026431718,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,mutual_info_classif_20p,Traditional + Fowler,0.3517726526826283,0.41818181818181815,0.5060869565217392,0.6521739130434783,0.4029952036749653,0.4820143884892086,0.6218361889670199,0.6819649400812122,0.3104693140794223,0.44404332129963897,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tapestry-5,mutual_info_classif_50p,Designite,0.4303797468354431,0.4303797468354431,0.2361111111111111,0.2361111111111111,0.30493273542600896,0.30493273542600896,0.5934653916211293,0.5934653916211293,0.14636449480642116,0.14636449480642116,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,mutual_info_classif_50p,Designite + Fowler,0.3558787328400572,0.3716814159292036,0.7777777777777778,0.8333333333333334,0.488012936246173,0.502994011976048,0.823537259386316,0.8386220697541454,0.13846153846153847,0.15698587127158556,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,mutual_info_classif_50p,Fowler,0.3172715089788261,0.3231707317073171,0.4606557377049181,0.4672131147540984,0.3756159403510397,0.3774834437086093,0.6561857119897139,0.6582389103182256,0.1991471215351812,0.2025586353944563,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,mutual_info_classif_50p,Traditional,0.2436884754655088,0.3316953316953317,0.5771653543307086,0.7086614173228346,0.3355047613431082,0.4084720121028745,0.6167407576170127,0.6697706144177284,0.3557151406343507,0.533213644524237,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,mutual_info_classif_50p,Traditional + Designite,0.25844423240321746,0.3271889400921659,0.6131944444444445,0.7777777777777778,0.35411313111869963,0.4063205417607224,0.6505316484517304,0.698292349726776,0.32228517469310675,0.5694050991501416,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,mutual_info_classif_50p,Traditional + Designite + Fowler,0.4707636845982835,0.5737704918032787,0.6895833333333333,0.8333333333333334,0.5498392614174871,0.6422018348623854,0.7294285381750466,0.7993482309124768,0.2475770925110132,0.41409691629955947,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,mutual_info_classif_50p,Traditional + Fowler,0.35974787116761,0.4222222222222222,0.528695652173913,0.6434782608695652,0.4188001563580645,0.4797047970479705,0.6320015846290976,0.6789640487273446,0.30758122743682315,0.4422382671480145,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tapestry-5,recursive_elimination,Designite,0.40654474508884775,0.4186046511627907,0.24652777777777776,0.25,0.306747192275223,0.31304347826086953,0.5948485883424408,0.5976775956284153,0.15155807365439095,0.15769593956562794,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,recursive_elimination,Designite + Fowler,0.4078670949944473,0.43157894736842106,0.7388888888888889,0.7777777777777778,0.5254731592437423,0.5503355704697986,0.819701734324376,0.8333174512419795,0.1131868131868132,0.12087912087912088,6699,1026,25245,8250,25245,1165,9495,3185,885,270
tapestry-5,recursive_elimination,Fowler,0.4150943396226415,0.4150943396226415,0.3606557377049181,0.3606557377049181,0.3859649122807017,0.3859649122807017,0.6423376727740278,0.6423376727740276,0.14925373134328354,0.14925373134328354,6699,1026,25245,8250,25245,1165,14180,4690,1735,610
tapestry-5,recursive_elimination,Traditional,0.2433882248341935,0.31264367816091954,0.5744094488188976,0.7244094488188977,0.3334803169478624,0.3947750362844703,0.6111285070488278,0.6622119482771075,0.3633153800119689,0.6038300418910831,6699,1026,25245,8250,25245,1165,25705,8355,4300,1270
tapestry-5,recursive_elimination,Traditional + Designite,0.2450464021490757,0.3,0.5916666666666666,0.7013888888888888,0.340600244680643,0.3913043478260869,0.6403142076502732,0.6965960837887067,0.3242681775259679,0.5288007554296507,6699,1026,25245,8250,25245,1165,15445,5295,2605,720
tapestry-5,recursive_elimination,Traditional + Designite + Fowler,0.4940687435166817,0.578125,0.7125,1.0,0.5672930093846789,0.6607142857142857,0.7319483240223463,0.8099976722532589,0.25682819383259914,0.7885462555066078,6699,1026,25245,8250,25245,1165,3665,1135,840,240
tapestry-5,recursive_elimination,Traditional + Fowler,0.34933944021795404,0.4172661870503597,0.5217391304347826,0.7391304347826086,0.4063431761924073,0.4744525547445256,0.6194117064474597,0.6755471922353173,0.3234657039711192,0.5288808664259927,6699,1026,25245,8250,25245,1165,8840,2770,1655,575
tez,all,Designite,0.028782114634045532,0.030871003307607493,0.8166666666666668,0.9333333333333332,0.05559953282583209,0.05976520811099253,0.532353388027955,0.5660285627468855,0.7368234250221828,0.7817213842058562,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,all,Designite + Fowler,0.03647432351719836,0.041237113402061855,0.7799999999999999,1.0,0.06967281919676717,0.0784313725490196,0.7489497716894976,0.8378995433789954,0.2812612612612613,0.31981981981981983,4026,290,14685,5445,14685,70,14460,5550,1340,75
tez,all,Fowler,0.02608872922601263,0.030769230769230767,0.6954545454545455,0.8181818181818182,0.050288973631006914,0.05930807248764415,0.6201754385964913,0.6830143540669857,0.4525078369905956,0.4898119122257053,4026,290,14685,5445,14685,70,16410,6380,1665,110
tez,all,Traditional,0.04834130694077021,0.06319702602230483,0.5235294117647058,0.6274509803921569,0.0874284917420242,0.1094017094017094,0.595030012004802,0.6673698050648831,0.3375990939977351,0.5441676104190261,4026,290,14685,5445,14685,70,22970,8830,3470,255
tez,all,Traditional + Designite,0.04213831330351322,0.050314465408805034,0.5299999999999999,0.7666666666666667,0.07755611589157753,0.09292035398230088,0.597771194165907,0.6672288058340929,0.3380656610470275,0.4693877551020408,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,all,Traditional + Designite + Fowler,0.04716215078438983,0.06622516556291391,0.5230769230769232,0.7692307692307693,0.08629674736251006,0.12195121951219512,0.5986648983200709,0.7225464190981432,0.3301339285714285,0.4241071428571429,4026,290,14685,5445,14685,70,6015,2240,1035,65
tez,all,Traditional + Fowler,0.044839417536765805,0.062200956937799035,0.5842105263157895,0.9473684210526316,0.08271584650516707,0.11403508771929825,0.5924182522032779,0.6887406309200229,0.39984802431610944,0.9559270516717324,4026,290,14685,5445,14685,70,8400,3290,1260,95
tez,chi2_20p,Designite,0.03125,0.03125,0.9666666666666668,0.9666666666666668,0.0605427974947808,0.0605427974947808,0.5735794591309632,0.5735794591309633,0.7985803016858918,0.7985803016858918,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,chi2_20p,Designite + Fowler,0.03137263303223576,0.032467532467532464,0.9066666666666668,1.0,0.06064563529951901,0.06289308176100628,0.7616894977168951,0.7958904109589041,0.3793693693693694,0.4027027027027027,4026,290,14685,5445,14685,70,14460,5550,1340,75
tez,chi2_20p,Fowler,0.053747517950232325,0.05555555555555555,0.4909090909090909,0.5,0.0968767413920912,0.1,0.6696172248803828,0.6754385964912281,0.15783699059561132,0.16457680250783702,4026,290,14685,5445,14685,70,16410,6380,1665,110
tez,chi2_20p,Traditional,0.05965303897869172,0.0905511811023622,0.6627450980392158,0.9607843137254902,0.10912714810105686,0.16457960644007158,0.6691276510604243,0.8162865146058422,0.3248584371460929,0.4235560588901473,4026,290,14685,5445,14685,70,22970,8830,3470,255
tez,chi2_20p,Traditional + Designite,0.04561550780027727,0.054545454545454536,0.6133333333333333,0.7,0.08466046757771899,0.1,0.6255363111516257,0.6577939835916136,0.362910381543922,0.4738243123336291,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,chi2_20p,Traditional + Designite + Fowler,0.0523339316895662,0.06451612903225806,0.5923076923076922,0.7692307692307693,0.09578960262526696,0.11678832116788322,0.6316710875331565,0.6743589743589744,0.33125000000000004,0.4330357142857143,4026,290,14685,5445,14685,70,6015,2240,1035,65
tez,chi2_20p,Traditional + Fowler,0.054182193378477066,0.08,0.6105263157894736,0.8421052631578947,0.09930154284416877,0.14201183431952666,0.6407091672844082,0.7324767317354419,0.33085106382978724,0.4088145896656535,4026,290,14685,5445,14685,70,8400,3290,1260,95
tez,chi2_50p,Designite,0.023989898989898985,0.023989898989898988,0.6333333333333332,0.6333333333333333,0.0462287104622871,0.0462287104622871,0.4643421452446065,0.4643421452446065,0.6956521739130433,0.6956521739130435,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,chi2_50p,Designite + Fowler,0.026094776912252864,0.030732860520094562,0.7333333333333334,0.9333333333333332,0.050389749360145085,0.0593607305936073,0.6798630136986301,0.7461187214611873,0.3721621621621622,0.43783783783783786,4026,290,14685,5445,14685,70,14460,5550,1340,75
tez,chi2_50p,Fowler,0.03145813910526747,0.03225806451612903,0.8545454545454545,0.8636363636363636,0.0606817883999272,0.06219312602291325,0.6964114832535885,0.7045454545454545,0.456269592476489,0.47570532915360497,4026,290,14685,5445,14685,70,16410,6380,1665,110
tez,chi2_50p,Traditional,0.05270433749218297,0.0684326710816777,0.6411764705882355,0.7254901960784313,0.09713276625120447,0.12301587301587302,0.6401509175098611,0.6898588006631224,0.3608154020385052,0.5328425821064553,4026,290,14685,5445,14685,70,22970,8830,3470,255
tez,chi2_50p,Traditional + Designite,0.04481885803203696,0.0580110497237569,0.5399999999999998,0.7,0.08245063789878615,0.10714285714285714,0.6086964448495898,0.6945761166818596,0.32626441881100265,0.4676131322094055,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,chi2_50p,Traditional + Designite + Fowler,0.047836344748153466,0.0784313725490196,0.5692307692307692,0.9230769230769232,0.08817582874732056,0.14457831325301207,0.6155349248452696,0.7994694960212201,0.3408482142857143,0.421875,4026,290,14685,5445,14685,70,6015,2240,1035,65
tez,chi2_50p,Traditional + Fowler,0.04336959280177359,0.08609271523178808,0.468421052631579,0.6842105263157895,0.07915522341825794,0.15294117647058825,0.5705955028416112,0.7341240425006177,0.33313069908814585,0.4148936170212766,4026,290,14685,5445,14685,70,8400,3290,1260,95
tez,f_classif_20,Designite,0.02369077306733167,0.02369077306733167,0.6333333333333332,0.6333333333333333,0.04567307692307692,0.04567307692307692,0.4597842601033121,0.45978426010331197,0.7045252883762201,0.7045252883762201,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,f_classif_20,Designite + Fowler,0.03227741168560855,0.03333333333333333,0.9466666666666668,1.0,0.062424292486182864,0.06451612903225806,0.7790410958904108,0.8013698630136986,0.38405405405405396,0.4027027027027027,4026,290,14685,5445,14685,70,14460,5550,1340,75
tez,f_classif_20,Fowler,0.05417071699690538,0.05555555555555555,0.4909090909090909,0.5,0.0975662885358126,0.1,0.6702551834130782,0.6754385964912281,0.15658307210031347,0.16457680250783702,4026,290,14685,5445,14685,70,16410,6380,1665,110
tez,f_classif_20,Traditional,0.04810565430181557,0.07407407407407407,0.6392156862745099,0.9607843137254902,0.08907562287018532,0.1340782122905028,0.6173337906591208,0.7631909906819871,0.4032842582106455,0.5979614949037373,4026,290,14685,5445,14685,70,22970,8830,3470,255
tez,f_classif_20,Traditional + Designite,0.047272554792815516,0.0611353711790393,0.6566666666666666,0.9333333333333332,0.08803384639706384,0.11475409836065573,0.6465648738985111,0.7706776055910057,0.3629991126885537,0.4401064773735581,4026,290,14685,5445,14685,70,15140,5635,2455,150
tez,f_classif_20,Traditional + Designite + Fowler,0.05202776352437757,0.07936507936507936,0.4846153846153847,0.7692307692307693,0.09325349436355183,0.14388489208633093,0.6078249336870026,0.7512820512820513,0.2761160714285715,0.3883928571428572,4026,290,14685,5445,14685,70,6015,2240,1035,65
