dataset,feature_selection,precision_mean,precision_max,recall_mean,recall_max,f1_measure_mean,f1_measure_max,auc_roc_mean,auc_roc_max,brier_score_mean,brier_score_max
Traditional + Designite + Fowler,chi2_20p,0.09946995708716413,0.125,0.4304347826086956,0.4782608695652174,0.16050723779933185,0.1981981981981982,0.5335380019913708,0.5921838698971125,0.38,0.5754385964912281
Traditional + Designite + Fowler,chi2_50p,0.11277864598214937,0.13636363636363635,0.46521739130434775,0.5652173913043478,0.18124576240843882,0.21666666666666667,0.5711583139727846,0.6223033521407235,0.34,0.3929824561403509
Traditional + Designite + Fowler,f_classif_20,0.11181740714289382,0.13829787234042554,0.4782608695652173,0.5652173913043478,0.18032619690860924,0.2222222222222222,0.5650846332558911,0.6280285429804181,0.3621052631578948,0.5649122807017544
Traditional + Designite + Fowler,f_classif_50,0.10125284288176621,0.13095238095238096,0.41739130434782606,0.5652173913043478,0.16227429610158606,0.20560747663551404,0.5453368735479589,0.599817457683372,0.34736842105263155,0.456140350877193
Traditional + Designite + Fowler,mutual_info_classif_20p,0.09522218654930806,0.11494252873563217,0.43478260869565216,1.0,0.15305393583476476,0.1818181818181818,0.5296050448058413,0.5704447394623299,0.39087719298245616,0.9192982456140352
Traditional + Designite + Fowler,mutual_info_classif_50p,0.11779267698353438,0.13861386138613865,0.5782608695652174,0.6956521739130435,0.19509923032197704,0.2258064516129032,0.5965731828742118,0.6383172917358115,0.38807017543859645,0.4947368421052632
Traditional + Designite + Fowler,recursive_elimination,0.10620039066441118,0.1176470588235294,0.4304347826086957,0.43478260869565216,0.17029976211228035,0.1851851851851852,0.5556754065715234,0.5742615333554597,0.3392982456140351,0.3754385964912281
Traditional + Fowler,all,0.08638789998299642,0.13392857142857142,0.43200000000000005,0.6,0.14349045089435164,0.218978102189781,0.5358738170347003,0.6470031545741325,0.375438596491228,0.4444444444444444
Traditional + Fowler,chi2_20p,0.12011447812702711,0.15254237288135594,0.5400000000000001,0.72,0.1958626302709094,0.2517482517482518,0.6151104100946374,0.7022712933753943,0.3207602339181287,0.3976608187134503
Traditional + Fowler,chi2_50p,0.09774673504331702,0.12037037037037035,0.44800000000000006,0.64,0.15987325960998078,0.19548872180451127,0.5616971608832807,0.624416403785489,0.34122807017543855,0.4064327485380117
Traditional + Fowler,f_classif_20,0.10370538635880337,0.14285714285714285,0.4600000000000001,0.72,0.16859900426406918,0.2384105960264901,0.5722712933753942,0.6896529968454259,0.33187134502923976,0.4649122807017544
Traditional + Fowler,f_classif_50,0.09740400099363161,0.1322314049586777,0.4720000000000001,0.64,0.1610834086813095,0.21917808219178084,0.5615520504731861,0.6543848580441641,0.36198830409356725,0.4941520467836257
Traditional + Fowler,mutual_info_classif_20p,0.0943068690476297,0.11607142857142858,0.4640000000000001,1.0,0.15369000981411668,0.1897810218978102,0.5458801261829652,0.6038485804416402,0.38421052631578945,0.9269005847953216
Traditional + Fowler,mutual_info_classif_50p,0.0997332227924925,0.125,0.5279999999999999,1.0,0.16528488399548275,0.2043795620437956,0.5654195583596214,0.6254258675078863,0.4026315789473684,0.9269005847953216
Traditional + Fowler,recursive_elimination,0.1163638961046946,0.1415929203539823,0.4960000000000001,0.68,0.18812219030442415,0.2318840579710145,0.6016277602523659,0.6680757097791797,0.308187134502924,0.3508771929824561
Designite,all,0.09481416047365591,0.10192525481313704,0.4699551569506726,0.5067264573991032,0.15765231544657918,0.16338439095550694,0.6100336742120603,0.6219762245752432,0.2646433632498819,0.27704298535663674
Designite,chi2_20p,0.09448944003568042,0.09601634320735444,0.42959641255605385,0.4618834080717489,0.1548070764454149,0.15640599001663893,0.6000886575370645,0.6004407162813473,0.2473783656117147,0.2777515351913085
Designite,chi2_50p,0.09805157226822954,0.10054054054054054,0.420627802690583,0.4573991031390134,0.15891917764031144,0.16202090592334495,0.6025352925195623,0.605288930776687,0.23471894189891357,0.26452527161076994
Designite,f_classif_20,0.09445036929581986,0.09601634320735444,0.42959641255605385,0.4618834080717489,0.15475520049516062,0.15640599001663893,0.6000387946599764,0.6004407162813473,0.24747283892300426,0.2777515351913085
Designite,f_classif_50,0.09810550995106668,0.10054054054054054,0.420627802690583,0.4573991031390134,0.15898931624324097,0.16202090592334495,0.6025976211159223,0.605288930776687,0.2346008502598016,0.26452527161076994
Designite,mutual_info_classif_20p,0.09397612633121206,0.09528585757271817,0.43408071748878924,0.4663677130044843,0.1544109524648922,0.1557377049180328,0.6004609521126321,0.6005636964714748,0.2506849315068493,0.28034955125177136
Designite,mutual_info_classif_50p,0.10004290415813563,0.101364522417154,0.47757847533632286,0.5201793721973094,0.16533099325707262,0.16705698672911787,0.6191806612533023,0.6238393744556728,0.2541332073689183,0.2834199338686821
Designite,recursive_elimination,0.09381194728801592,0.09688581314878893,0.47892376681614346,0.5067264573991032,0.15687786412184357,0.16243654822335024,0.6108779891173711,0.6209789670334831,0.271067548417572,0.27822390174775624
Designite + Fowler,all,0.1427822576750749,0.16279069767441862,0.5024793388429752,0.7107438016528925,0.21934172845613448,0.24086021505376345,0.6890070491006319,0.7629587992221681,0.1389656280115644,0.1920976549951815
Designite + Fowler,chi2_20p,0.1467156385181075,0.15413533834586465,0.6909090909090909,0.7272727272727273,0.24185587281774695,0.25114854517611024,0.7638870320855615,0.7755681818181819,0.16880822357854158,0.1930613556055252
Designite + Fowler,chi2_50p,0.13938151890107703,0.15037593984962405,0.5462809917355372,0.71900826446281,0.22151360395340897,0.24403927068723705,0.7052427685950413,0.7751124210014584,0.14815290716350785,0.17314487632508835
Designite + Fowler,f_classif_20,0.1479619461851809,0.15355805243445692,0.687603305785124,0.7272727272727273,0.24337180425856375,0.250381679389313,0.7634874817695674,0.7745655080213905,0.16652746546739478,0.1930613556055252
Designite + Fowler,f_classif_50,0.11908505028772905,0.14930555555555555,0.5429752066115702,0.7107438016528925,0.19526813692237358,0.2467718794835007,0.690170758385999,0.7734868740884783,0.17407645358175394,0.19177642145840024
Designite + Fowler,mutual_info_classif_20p,0.14790012831703375,0.15413533834586465,0.6900826446280992,0.7272727272727273,0.24345166697192527,0.25114854517611024,0.7644096378220709,0.7755681818181819,0.16704143912624475,0.1930613556055252
Designite + Fowler,mutual_info_classif_50p,0.1383588950747389,0.16759776536312848,0.5859504132231405,0.7603305785123967,0.22274877225514805,0.2505219206680584,0.7187105007292173,0.7869166261545941,0.15884998393832317,0.18856408609058786
Designite + Fowler,recursive_elimination,0.1350721369025521,0.14234234234234233,0.47438016528925625,0.7355371900826446,0.2075594261441543,0.2337278106508876,0.6762609382596014,0.774519931939718,0.13755220044972696,0.1895277867009316
Fowler,all,0.09719090638658771,0.10890052356020942,0.5537414965986395,0.7074829931972789,0.165218391943978,0.1887477313974592,0.673259943448162,0.7364592474255413,0.2165298013245033,0.2368211920529801
Fowler,chi2_20p,0.1298174545842272,0.1413373860182371,0.6326530612244898,0.6326530612244898,0.21528124229238305,0.23105590062111805,0.7299290664446596,0.7384599374479671,0.18037086092715232,0.19655629139072847
Fowler,chi2_50p,0.13303166122163032,0.13834586466165413,0.5421768707482993,0.6326530612244898,0.21340063293016015,0.2266009852216749,0.6995889866420659,0.735427963908827,0.15525827814569537,0.17271523178807946
Fowler,f_classif_20,0.13444801744842375,0.13839285714285715,0.6326530612244898,0.6326530612244898,0.22166080888427647,0.2271062271062271,0.7334709628062912,0.7365304997412416,0.17356291390728476,0.19655629139072847
Fowler,f_classif_50,0.12532996055979428,0.13793103448275862,0.55578231292517,0.6326530612244898,0.2044161711117209,0.22604422604422605,0.6994181685904791,0.7336804071132311,0.16813245033112584,0.1867549668874172
Fowler,mutual_info_classif_20p,0.12972923925667829,0.13839285714285715,0.6326530612244898,0.6326530612244898,0.21525051219966476,0.2271062271062271,0.7301633553090474,0.7365304997412416,0.1799205298013245,0.1851655629139073
Fowler,mutual_info_classif_50p,0.1320325857306266,0.1339712918660287,0.5789115646258504,0.6326530612244898,0.21494261684498053,0.2192448233861145,0.7123471825334324,0.7323959903696872,0.1646092715231788,0.1766887417218543
Fowler,recursive_elimination,0.10914061119707885,0.1111111111111111,0.6183673469387756,0.7210884353741497,0.1852641017470778,0.19004524886877827,0.7069096933150326,0.7403678119538885,0.21144370860927153,0.2418543046357616
Traditional,all,0.09452404035279605,0.1147396293027361,0.5140350877192982,0.7578947368421053,0.15692978503881388,0.18950301904319555,0.624205315268369,0.7219211394823694,0.27601787487586893,0.4950347567030785
Traditional,chi2_20p,0.09649441171466078,0.12032085561497324,0.596842105263158,0.8035087719298246,0.16440104191070518,0.2088167053364269,0.6572537780093799,0.7518672919923571,0.28803376365441913,0.3973849718636213
Traditional,chi2_50p,0.0997135013256711,0.1160220994475138,0.5080701754385964,0.7368421052631579,0.16544825845662942,0.20047732696897372,0.6417109605697412,0.7294597880840716,0.23725587553790137,0.2944389275074479
Traditional,f_classif_20,0.10431608422674454,0.11518324607329845,0.5098245614035088,0.7894736842105263,0.16933121157651757,0.19841269841269846,0.6467830467257251,0.7420531526836894,0.22917907977490898,0.31016219794769945
Traditional,f_classif_50,0.0968068807512074,0.115689381933439,0.49719298245614035,0.7684210526315789,0.15996583903234762,0.20110192837465565,0.63258120548897,0.7388223032829598,0.2448030453492221,0.3138033763654419
Traditional,mutual_info_classif_20p,0.10326105429966803,0.12004287245444803,0.5224561403508772,0.8140350877192982,0.16861973512970935,0.2082752208275221,0.6487041862080944,0.7503734583984714,0.2369579609400861,0.33085071168487257
Traditional,mutual_info_classif_50p,0.09365372462857777,0.11787709497206705,0.5382456140350877,0.7403508771929824,0.15772695156701821,0.2033734939759036,0.6332534306062184,0.7330380406461701,0.2807017543859649,0.4718636213174446
Traditional,recursive_elimination,0.09499317194179113,0.11682242990654206,0.5396491228070175,0.8035087719298246,0.15907558588698287,0.19648219648219648,0.63326906374848,0.7439464999131491,0.2819430652101953,0.4745117510758027
Traditional + Designite,all,0.1089661511939104,0.1411451398135819,0.5125560538116594,0.7623318385650224,0.17735279138423882,0.2176591375770021,0.6360461645273704,0.7335718031020076,0.25347189418989136,0.3663202645252716
Traditional + Designite,chi2_20p,0.10632353243844021,0.12794348508634226,0.5744394618834081,0.7533632286995515,0.17695154188052092,0.21776887107548432,0.6423182101239528,0.7269767109059951,0.29695323571091164,0.5413320736891828
Traditional + Designite,chi2_50p,0.10582835013466044,0.13233287858117326,0.5170403587443946,0.7533632286995515,0.17318942434456772,0.21365787694388103,0.6285775216808486,0.7275916118566319,0.2716343882853094,0.4841757203589986
Traditional + Designite,f_classif_20,0.10921778237022654,0.13450292397660818,0.5295964125560538,0.7443946188340808,0.17960866798508088,0.2267605633802817,0.6440053865323276,0.7318416954272612,0.25363722248464804,0.3686820973075106
Traditional + Designite,f_classif_50,0.11178015917258607,0.13566433566433567,0.5044843049327354,0.7533632286995515,0.17998721829352998,0.2229595222295952,0.6311127583003243,0.7375641872742336,0.25559754369390647,0.5016532829475673
Traditional + Designite,mutual_info_classif_20p,0.11153338966143696,0.13129770992366413,0.5403587443946188,0.7533632286995515,0.18306905324239645,0.2194444444444444,0.649087375189082,0.7253477823876716,0.2536372224846481,0.3235710911667454
Traditional + Designite,mutual_info_classif_50p,0.10525568136847549,0.12987012987012986,0.5103139013452915,0.7443946188340808,0.1713699046325797,0.2120051085568327,0.6268846993637454,0.7254757935855768,0.268823807274445,0.4336324988190836
Traditional + Designite,recursive_elimination,0.11373052702914725,0.13108614232209734,0.5713004484304932,0.8430493273542601,0.1862268622191313,0.2246469833119384,0.662401657772963,0.7477743380591266,0.2560935285781767,0.3670288143599433
Traditional + Designite + Fowler,all,0.15656851311536404,0.19617224880382772,0.45495495495495497,0.7657657657657657,0.2247189204876024,0.27687296416938106,0.6153290399774776,0.7196016328828829,0.2498921639108555,0.4320632638389648
Traditional + Designite + Fowler,chi2_20p,0.1769499298912006,0.2245508982035928,0.6405405405405405,0.8648648648648649,0.27566588789862484,0.3370786516853932,0.6896062077702703,0.765427927927928,0.2691588785046729,0.3184759166067577
Traditional + Designite + Fowler,chi2_50p,0.1797303210826861,0.23776223776223776,0.4774774774774775,0.8378378378378378,0.2558730817396742,0.3425692695214106,0.6404965512387387,0.7634501689189189,0.2225017972681524,0.3666427030913012
Traditional + Designite + Fowler,f_classif_20,0.17160320593626355,0.20125786163522014,0.5684684684684684,0.8738738738738738,0.2599769059043351,0.3012422360248447,0.6647420467342342,0.7666244369369369,0.2543493889288282,0.3292595255212077
Traditional + Designite + Fowler,f_classif_50,0.16951788421563294,0.20915032679738566,0.4738738738738739,0.8648648648648649,0.24436286071599636,0.33684210526315794,0.6372103744369368,0.7906355574324324,0.22552120776419843,0.3055355859094177
Traditional + Designite + Fowler,mutual_info_classif_20p,0.1723205017911678,0.1953125,0.6081081081081081,0.8648648648648649,0.26479929513018247,0.3096774193548387,0.674600929054054,0.7711043074324324,0.2695183321351545,0.3874910136592379
Traditional + Designite + Fowler,mutual_info_classif_50p,0.16282333908869528,0.2141119221411192,0.4891891891891893,0.7927927927927928,0.23917993049259048,0.3371647509578544,0.6325242820945947,0.7702245213963964,0.24701653486700215,0.4636951833213516
Traditional + Designite + Fowler,recursive_elimination,0.1637197389689186,0.21031746031746032,0.5972972972972973,0.9369369369369368,0.25267681461779323,0.3122171945701357,0.6623986486486486,0.7383903434684684,0.28289000718907265,0.4284687275341481
Traditional + Fowler,all,0.13220213967646105,0.1623931623931624,0.5084615384615384,0.8076923076923077,0.20175878029058833,0.2488151658767773,0.6363368075223745,0.7543616177636796,0.25113059529303183,0.467005076142132
Traditional + Fowler,chi2_20p,0.13148981856872072,0.15821501014198786,0.686923076923077,0.8846153846153846,0.21942399687481023,0.25555555555555554,0.6945661039990937,0.7815320418413203,0.2987078910936779,0.4167051222888786
Traditional + Fowler,chi2_50p,0.14840768651591346,0.18009478672985782,0.5769230769230769,0.8692307692307693,0.23369326108432303,0.27536231884057977,0.6822514255503946,0.7873399796080208,0.22505768343331795,0.28887863405629904
Traditional + Fowler,f_classif_20,0.13350240994698476,0.18552036199095026,0.6615384615384615,0.8846153846153846,0.22014638069852627,0.2867132867132867,0.6865620633661871,0.7753955666326802,0.2914167051222889,0.4236271342870328
Traditional + Fowler,f_classif_50,0.13511490128743892,0.1781609195402299,0.5569230769230769,0.8769230769230769,0.2122449601072581,0.27602905569007263,0.6459873116574147,0.7956043956043957,0.2756345177664975,0.545916012921089
Traditional + Fowler,mutual_info_classif_20p,0.13351280760003167,0.16790123456790124,0.6546153846153846,0.9384615384615383,0.21928424752124945,0.2542056074766355,0.6885988066915901,0.7743363166043579,0.28149515459160124,0.3700969081679741
Traditional + Fowler,mutual_info_classif_50p,0.13782079215630166,0.17782909930715934,0.5484615384615384,0.8692307692307693,0.21636775172756378,0.2803970223325062,0.6573677353574261,0.7964219629168083,0.24679280110752191,0.4176280572219658
Traditional + Fowler,recursive_elimination,0.13712259987267,0.1694915254237288,0.5923076923076923,0.9076923076923076,0.2174903932261068,0.26578073089701,0.6706261092859032,0.7729428646954419,0.2604522381172127,0.3862482694970005
Designite,all,0.22091327043429887,0.23199999999999998,0.260625,0.3625,0.23751568893741,0.2829268292682927,0.5387500000000001,0.56125,0.27583333333333326,0.30625
Designite,chi2_20p,0.2411053267892868,0.2430939226519337,0.28562499999999996,0.38125,0.26069404113388794,0.29186602870813394,0.5528124999999999,0.5675,0.2690625,0.3083333333333333
Designite,chi2_50p,0.23516814473438802,0.24277456647398846,0.2575,0.34375,0.24398539381370407,0.2756892230576441,0.54475,0.556875,0.26374999999999993,0.30104166666666665
Designite,f_classif_20,0.2416352436655885,0.2430939226519337,0.28562499999999996,0.38125,0.26099455485881046,0.29186602870813394,0.5530624999999999,0.5675,0.26864583333333336,0.3083333333333333
Designite,f_classif_50,0.23322386519530278,0.24277456647398846,0.26625,0.29375,0.24850786403211572,0.26478873239436623,0.545625,0.554375,0.268125,0.271875
Designite,mutual_info_classif_20p,0.2938365981844243,0.3043478260869565,0.30874999999999997,0.33125,0.2988623072833599,0.30994152046783624,0.579875,0.585,0.23937499999999998,0.2458333333333333
Designite,mutual_info_classif_50p,0.22579224305672865,0.2288135593220339,0.2575,0.3375,0.23942213612994592,0.2727272727272728,0.5405625,0.5549999999999999,0.27072916666666663,0.3
Designite,recursive_elimination,0.22806361007837914,0.24175824175824176,0.25125000000000003,0.34375,0.23828536992314167,0.2756892230576441,0.540625,0.556875,0.26645833333333335,0.30104166666666665
Designite + Fowler,all,0.1531749534249977,0.21428571428571427,0.3827160493827161,0.7037037037037037,0.21734300973712814,0.3285302593659942,0.5575938889886117,0.68303117333812,0.308,0.3428571428571429
Designite + Fowler,chi2_20p,0.17157369374849238,0.2519685039370079,0.5358024691358024,0.5925925925925926,0.25424595864621147,0.32456140350877194,0.5862372604160434,0.6395420730369572,0.375,0.42857142857142855
Designite + Fowler,chi2_50p,0.15366652369619865,0.2098360655737705,0.4950617283950617,0.7901234567901234,0.23410870743959594,0.3316062176165803,0.5727328028081932,0.7003929077165479,0.36757142857142855,0.3728571428571428
Designite + Fowler,f_classif_20,0.16244044001270802,0.246031746031746,0.49259259259259264,0.5802469135802469,0.2388616525966425,0.2995169082125604,0.5677017890265064,0.6172739783402142,0.37457142857142867,0.4228571428571429
Designite + Fowler,f_classif_50,0.14590328670022948,0.2298850574712644,0.38395061728395063,0.7901234567901234,0.2060629238643416,0.3192019950124689,0.5426215121960948,0.6882765910768064,0.3354285714285714,0.39
Designite + Fowler,mutual_info_classif_20p,0.194187647959459,0.21904761904761905,0.6629629629629629,0.7654320987654321,0.29564944976278146,0.31234256926952136,0.6495751809968288,0.6775464209497597,0.36071428571428565,0.3928571428571429
Designite + Fowler,mutual_info_classif_50p,0.14650447503420605,0.17921146953405018,0.45185185185185184,0.6172839506172839,0.22105124953938385,0.2777777777777778,0.5550858613055705,0.6236662079419215,0.36557142857142855,0.3871428571428571
Designite + Fowler,recursive_elimination,0.15620545191318894,0.1972318339100346,0.3950617283950617,0.7037037037037037,0.22156808701661723,0.3081081081081081,0.5625550968308104,0.6644528211571832,0.3087142857142857,0.3657142857142857
Fowler,all,0.2118675308391985,0.2440944881889764,0.27252747252747256,0.6043956043956044,0.22676199767129948,0.28440366972477066,0.5668544535633144,0.6028191218064637,0.20561097256857855,0.4226932668329177
Fowler,chi2_20p,0.25251677852348997,0.2550335570469799,0.41758241758241754,0.4175824175824176,0.31471193415637855,0.31666666666666665,0.6296772847405758,0.630732137061251,0.20635910224438905,0.2082294264339152
Fowler,chi2_50p,0.2260658212560387,0.24375,0.3373626373626374,0.4835164835164835,0.26952731011438125,0.32,0.5951932736742863,0.6433053584952321,0.20548628428927684,0.23316708229426436
Fowler,f_classif_20,0.25251677852348997,0.2550335570469799,0.41758241758241754,0.4175824175824176,0.31471193415637855,0.31666666666666665,0.6296772847405758,0.630732137061251,0.20635910224438905,0.2082294264339152
Fowler,f_classif_50,0.2256122286704733,0.24096385542168675,0.3384615384615385,0.4835164835164835,0.26946163935407874,0.32,0.5953207832954668,0.6433053584952321,0.20610972568578556,0.23316708229426436
Fowler,mutual_info_classif_20p,0.23497398345464643,0.25,0.46153846153846156,0.5054945054945055,0.31119168655116375,0.32857142857142857,0.6344963756356161,0.6521846648428927,0.23179551122194514,0.2344139650872818
Fowler,mutual_info_classif_50p,0.220922452603694,0.24390243902439024,0.27802197802197803,0.4395604395604396,0.24382181489234664,0.3137254901960784,0.5771263195313827,0.6325790946044111,0.19164588528678309,0.21820448877805487
Fowler,recursive_elimination,0.22379717339217078,0.23121387283236994,0.2857142857142857,0.4395604395604396,0.24951408085040425,0.30303030303030304,0.5795660036166366,0.6262499806803604,0.19326683291770572,0.229426433915212
Traditional,all,0.35160144562493667,0.4696969696969697,0.24232804232804228,0.3968253968253968,0.273363132928604,0.3349282296650718,0.5787480356962647,0.6129781007165203,0.1834108527131783,0.2503875968992248
Traditional,chi2_20p,0.3546628987252781,0.65,0.19576719576719576,0.36507936507936506,0.23573134871298249,0.3341404358353511,0.5605538976111184,0.6121491284979024,0.1815503875968992,0.23410852713178296
Traditional,chi2_50p,0.3534283574129987,0.4411764705882353,0.25026455026455025,0.3756613756613757,0.2796119576991175,0.36787564766839376,0.58253463662183,0.6306099793838214,0.1825581395348837,0.2178294573643411
Traditional,f_classif_20,0.35439000933467546,0.6585365853658537,0.20899470899470898,0.3439153439153439,0.24749153952127328,0.31630170316301703,0.5660323227080719,0.6006588527024495,0.18155038759689923,0.24108527131782945
Traditional,f_classif_50,0.3486959059841092,0.4492753623188406,0.2328042328042328,0.3439153439153439,0.2648083146229979,0.3197831978319783,0.5731232789815897,0.6011346106713954,0.18627906976744185,0.26124031007751936
Traditional,mutual_info_classif_20p,0.34512133701487857,0.4354838709677419,0.21164021164021163,0.35978835978835977,0.25121787082118885,0.327710843373494,0.5679454464195608,0.6081412280322362,0.1801550387596899,0.2193798449612403
Traditional,mutual_info_classif_50p,0.35169800846636295,0.4264705882352941,0.23968253968253966,0.3492063492063492,0.27378386513767183,0.3222222222222222,0.5791055750183816,0.6021221688796622,0.18093023255813953,0.22868217054263565
Traditional,recursive_elimination,0.33949735784883245,0.4571428571428571,0.22962962962962957,0.3809523809523809,0.2600750322174328,0.31236442516268986,0.5668584115450601,0.5996496691319579,0.19472868217054262,0.3434108527131783
Traditional + Designite,all,0.3922104161985625,0.5,0.23812499999999998,0.38125,0.2809051985332266,0.3414634146341464,0.5764375,0.604375,0.1980208333333333,0.2791666666666667
Traditional + Designite,chi2_20p,0.3672438291270994,0.4814814814814815,0.23874999999999996,0.425,0.27339678164397707,0.3626666666666667,0.573,0.6206250000000001,0.2041666666666667,0.2489583333333333
Traditional + Designite,chi2_50p,0.39989274421871934,0.5094339622641509,0.24937499999999999,0.3625,0.2929729723484271,0.34730538922155685,0.5826874999999999,0.60875,0.1951041666666667,0.2322916666666667
Traditional + Designite,f_classif_20,0.39566667257616583,0.509090909090909,0.26875,0.5,0.2988725399839708,0.44943820224719105,0.5847499999999999,0.6775,0.20458333333333334,0.32916666666666666
Traditional + Designite,f_classif_50,0.3814390981665006,0.4838709677419355,0.234375,0.3375,0.2784017832893769,0.3573883161512028,0.5720625,0.613125,0.2028125,0.3229166666666667
Traditional + Designite,mutual_info_classif_20p,0.38200367358984394,0.5,0.25,0.3875,0.2891185464733444,0.3563218390804598,0.5803125,0.615,0.19947916666666668,0.2333333333333333
Traditional + Designite,mutual_info_classif_50p,0.3986959131482633,0.6046511627906976,0.234375,0.36875,0.283155207024131,0.3586626139817629,0.5779375,0.615625,0.1930208333333333,0.22291666666666668
Traditional + Designite,recursive_elimination,0.34684026641428145,0.4666666666666667,0.244375,0.3875,0.2719587745337417,0.3563218390804598,0.5676875000000001,0.615,0.2167708333333333,0.31354166666666666
Traditional + Designite + Fowler,all,0.5394450396970489,0.7894736842105263,0.2238805970149254,0.34328358208955223,0.311683411502741,0.3965517241379311,0.5851110302147798,0.6082271568984345,0.2316176470588235,0.25735294117647056
Traditional + Designite + Fowler,chi2_20p,0.47423819490134866,0.625,0.28059701492537314,0.5522388059701493,0.3172398050893876,0.3756345177664974,0.5678594830724426,0.5899890789952675,0.28639705882352945,0.4522058823529412
Traditional + Designite + Fowler,chi2_50p,0.6054881981916961,0.7894736842105263,0.2761194029850746,0.373134328358209,0.36777307898391104,0.4310344827586207,0.6034255551510739,0.6280305788132509,0.23051470588235295,0.2720588235294117
Traditional + Designite + Fowler,f_classif_20,0.5712062682366699,0.7894736842105263,0.2940298507462687,0.4029850746268657,0.3714639516356483,0.4642857142857143,0.6016490717145977,0.6476883873316346,0.24227941176470588,0.35294117647058826
Traditional + Designite + Fowler,f_classif_50,0.5767701634421236,0.7894736842105263,0.2656716417910448,0.3880597014925373,0.35740039383462097,0.48,0.6062504550418638,0.6571532580997451,0.22095588235294117,0.2463235294117647
Traditional + Designite + Fowler,mutual_info_classif_20p,0.5601775403978586,0.8,0.3522388059701492,0.9701492537313432,0.36885546306653716,0.4210526315789474,0.5939242810338551,0.6162722970513287,0.28345588235294117,0.6764705882352942
Traditional + Designite + Fowler,mutual_info_classif_50p,0.6159374499732481,0.7894736842105263,0.2791044776119403,0.3880597014925373,0.37084278721601055,0.4262295081967214,0.60564979978158,0.6232981434291955,0.2286764705882353,0.25735294117647056
Traditional + Designite + Fowler,recursive_elimination,0.5441835154601111,0.7777777777777778,0.23582089552238802,0.34328358208955223,0.3227199915112221,0.4035087719298245,0.5901055697124136,0.6131052056789223,0.2301470588235294,0.25
Traditional + Fowler,all,0.5301047162670586,0.7222222222222222,0.20972222222222223,0.3194444444444444,0.29369709851981923,0.3833333333333333,0.5839551877661634,0.6161682152535811,0.19192200557103065,0.2116991643454039
Traditional + Fowler,chi2_20p,0.4899799018995708,0.6818181818181818,0.3055555555555556,0.4583333333333333,0.34499872563064715,0.3882352941176471,0.5980739450251645,0.6161924119241193,0.22674094707520892,0.3119777158774373
Traditional + Fowler,chi2_50p,0.5652187599943966,0.7272727272727273,0.2791666666666667,0.4305555555555556,0.35321114874712883,0.3931623931623932,0.603694831591173,0.6213946960898179,0.201949860724234,0.28690807799442897
Traditional + Fowler,f_classif_20,0.5194748863010024,0.75,0.3041666666666667,0.4583333333333333,0.3472109020046721,0.3857142857142857,0.598599012775842,0.6160714285714286,0.22506963788300832,0.3454038997214485
Traditional + Fowler,f_classif_50,0.5587472943722943,0.7142857142857143,0.26666666666666666,0.4583333333333333,0.3408488053412687,0.4049079754601227,0.5988385598141696,0.6281213704994193,0.20222841225626742,0.27019498607242337
Traditional + Fowler,mutual_info_classif_20p,0.49468214455056564,0.7142857142857143,0.2541666666666667,0.4444444444444444,0.31481569433479195,0.4210526315789474,0.5932854239256679,0.6385985288424313,0.20362116991643453,0.24512534818941506
Traditional + Fowler,mutual_info_classif_50p,0.5378725751258976,0.7142857142857143,0.24305555555555552,0.4027777777777778,0.32263616712528764,0.4427480916030535,0.5976601819589624,0.6491240805265195,0.18997214484679667,0.20334261838440112
Traditional + Fowler,recursive_elimination,0.5402466454097079,0.7142857142857143,0.22361111111111107,0.3611111111111111,0.30632230003500627,0.3969465648854962,0.5896801200154859,0.6230642663569493,0.19108635097493035,0.2200557103064067
Designite,all,0.15487769521182446,0.16339869281045752,0.28010610079575604,0.3660477453580902,0.19796050222642708,0.20222446916076847,0.5520351666422894,0.5563219708499528,0.23097534833869235,0.3467309753483387
Designite,chi2_20p,0.18140622480245122,0.18461538461538465,0.2241379310344828,0.2254641909814324,0.200493154386597,0.20192307692307693,0.5552135258749166,0.5561152245154506,0.18060021436227228,0.1832797427652733
Designite,chi2_50p,0.15874589569202952,0.18376068376068375,0.2530503978779841,0.27586206896551724,0.19352499729160577,0.20355029585798812,0.5494760186111232,0.5571284001470547,0.21398713826366556,0.2395498392282958
Designite,f_classif_20,0.18140622480245122,0.18461538461538465,0.2241379310344828,0.2254641909814324,0.200493154386597,0.20192307692307693,0.5552135258749166,0.5561152245154506,0.18060021436227228,0.1832797427652733
Designite,f_classif_50,0.17971245584941808,0.18376068376068375,0.23129973474801066,0.2360742705570292,0.20217325626276014,0.20355029585798812,0.5562459925602944,0.5571284001470547,0.1844587352625938,0.19212218649517684
Designite,mutual_info_classif_20p,0.13970836981568296,0.17507418397626112,0.22228116710875337,0.35013262599469497,0.16548737097427674,0.17765814266487215,0.5300377519597418,0.5368186364229326,0.2243837084673098,0.3301178992497321
Designite,mutual_info_classif_50p,0.16940488767347012,0.17647058823529413,0.18594164456233422,0.35543766578249336,0.1720133976163833,0.18393960192175704,0.5388724616254293,0.5397391754655746,0.1795016077170418,0.31859592711682744
Designite,recursive_elimination,0.18108980157224513,0.1931330472103004,0.24933687002652527,0.2917771883289125,0.208781607463726,0.21352313167259784,0.5603465274126664,0.5633276277142869,0.19147909967845658,0.2427652733118971
